Status,Year,Month,Day,Hours (UTC),Depth_n1,Depth_n2,Depth_n3,Depth_n4,Depth_n5,Depth_n6,Depth_n7,Depth_n8,Depth_n9,Depth_n10,Depth_n11,Depth_n12,Depth_n13,Depth_n14,Depth_n15,Depth_n16,Depth_n17,Depth_n18,Depth_n19,Depth_n20,Depth_n21,Depth_n22,Depth_n23,Depth_n24,Depth_n25,Depth_n26,Depth_n27,Depth_n28,Depth_n29,Depth_n30,Depth_n31,Depth_n32,Depth_n33,Depth_n34,Depth_n35,Depth_n36,Depth_n37,Depth_n38,Depth_n39,Depth_n40,Depth_n41,Depth_n42,Depth_n43,Depth_n44,Depth_n45,Depth_n46,Depth_n47,Depth_n48,Depth_n49,Depth_n50,Depth_n51,Depth_n52,Depth_n53,Depth_n54,Depth_n55,Depth_n56,Depth_n57,Depth_n58,Depth_n59,Depth_n60
as-left,2013,4,9,0,0.5,0,-0.2,0.05,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28
